"iata"	"airport"	"city"	"state"	"country"	"lat"	"long"
"903"	"AWO"	"Arlington Municipal"	"Arlington"	"WA"	"USA"	48.16074833	-122.1590208
"904"	"AXA"	"Algona Municipal"	"Algona"	"IA"	"USA"	43.07791056	-94.27199278
"905"	"AXN"	"Chandler "	"Alexandria"	"MN"	"USA"	45.86629833	-95.39466806
"906"	"AXS"	"Altus Municipal"	"Altus"	"OK"	"USA"	34.69878194	-99.3381
"907"	"AXV"	"Neil Armstrong"	"Wapakoneta"	"OH"	"USA"	40.49338889	-84.29894444
"908"	"AXX"	"Angel Fire"	"Angel Fire"	"NM"	"USA"	36.42240972	-105.2892967
"909"	"AYS"	"Waycross-Ware County"	"Waycross"	"GA"	"USA"	31.24905556	-82.39530556
"910"	"AZC"	"Colorado City Municipal"	"Colorado City"	"AZ"	"USA"	36.95994444	-113.0138889
"911"	"AZE"	"Hazelhurst"	"Hazelhurst"	"GA"	"USA"	31.88465639	-82.64738778
"912"	"AZO"	"Kalamazoo County"	"Kalamazoo"	"MI"	"USA"	42.234875	-85.5520575
"913"	"B01"	"Granville"	"Granville"	"NY"	"USA"	43.42507111	-73.26205306
"914"	"B08"	"Silver Springs"	"Silver Springs"	"NV"	"USA"	39.40324917	-119.2518292
"915"	"B16"	"Whitford"	"Weedsport"	"NY"	"USA"	43.08027611	-76.53837556
"916"	"B19"	"Biddeford Municipal"	"Biddeford"	"ME"	"USA"	43.46411111	-70.47238889
"917"	"B21"	"Sugarloaf Regional"	"Carrabasset"	"ME"	"USA"	45.08616639	-70.21617778
"918"	"BAF"	"Barnes Municipal"	"Westfield"	"MA"	"USA"	42.15773111	-72.71562028
"919"	"BAK"	"Columbus Municipal"	"Columbus"	"IN"	"USA"	39.26191861	-85.89634556
"920"	"BAM"	"Battle Mountain"	"Battle Mountain"	"NV"	"USA"	40.59904583	-116.8743358
"921"	"BAX"	"Huron County Memorial"	"Bad Axe"	"MI"	"USA"	43.78091667	-82.98566667
"922"	"BAZ"	"New Braunfels Municipal"	"New Braunfels"	"TX"	"USA"	29.7045	-98.04222222
"923"	"BBB"	"Benson Municipal"	"Benson"	"MN"	"USA"	45.3319325	-95.650565
"924"	"BBD"	"Curtis "	"Brady"	"TX"	"USA"	31.17816667	-99.32463889
"925"	"BBP"	"Marlboro County"	"Bennettsville"	"SC"	"USA"	34.62170861	-79.73435944
"926"	"BBW"	"Broken Bow Municipal"	"Broken Bow"	"NE"	"USA"	41.43645056	-99.64216861
"927"	"BCB"	"Virginia Tech"	"Blacksburg"	"VA"	"USA"	37.20782361	-80.40832778
"928"	"BCE"	"Bryce Canyon"	"Bryce Canyon"	"UT"	"USA"	37.70637111	-112.1454725
"929"	"BCK"	"Black River Falls Area"	"Black River Falls"	"WI"	"USA"	44.25073861	-90.85528028
"930"	"BCT"	"Boca Raton"	"Boca Raton"	"FL"	"USA"	26.37848667	-80.10769667
"931"	"BCV"	"Birchwood"	"Birchwood"	"AK"	"USA"	61.41612444	-149.50888
"932"	"BDE"	"Baudette International"	"Baudette"	"MN"	"USA"	48.72741667	-94.61030556
"933"	"BDG"	"Blanding Muni"	"Blanding"	"UT"	"USA"	37.58303472	-109.4832889
"934"	"BDL"	"Bradley International"	"Windsor Locks"	"CT"	"USA"	41.93887417	-72.68322833
"935"	"BDQ"	"Morrilton Municipal"	"Morrilton"	"AR"	"USA"	35.13619528	-92.71349722
"936"	"BDR"	"Igor I Sikorsky Memorial"	"Bridgeport"	"CT"	"USA"	41.16348417	-73.12617861
"937"	"BDX"	"Broadus"	"Broadus"	"MT"	"USA"	45.433325	-105.4172133
"938"	"BED"	"Laurence G Hanscom "	"Bedford"	"MA"	"USA"	42.46995306	-71.28903
"939"	"BEH"	"Southwest Michigan Regional"	"Benton Harbor"	"MI"	"USA"	42.12858333	-86.4285
"940"	"BET"	"Bethel"	"Bethel"	"AK"	"USA"	60.77977639	-161.8379975
"941"	"BFD"	"Bradford Reg"	"Bradford"	"PA"	"USA"	41.80306778	-78.64012083
"942"	"BFF"	"Scotts Bluff County"	"Scottsbluff"	"NE"	"USA"	41.87402778	-103.5956389
"943"	"BFI"	"Boeing Field/King County Intl"	"Seattle"	"WA"	"USA"	47.52998917	-122.3019561
"944"	"BFK"	"Buffalo Municipal"	"Buffalo"	"OK"	"USA"	36.86330139	-99.61873056
"945"	"BFL"	"Meadows "	"Bakersfield"	"CA"	"USA"	35.43359806	-119.0567681
"946"	"BFM"	"Mobile Downtown"	"Mobile"	"AL"	"USA"	30.62646944	-88.06799861
"947"	"BFR"	"Virgil I Grissom Municipal"	"Bedford"	"IN"	"USA"	38.84003306	-86.44536361
"948"	"BFW"	"Silver Bay Municipal"	"Silver Bay"	"MN"	"USA"	47.24902778	-91.41558333
"949"	"BGD"	"Hutchinson County"	"Borger"	"TX"	"USA"	35.70004194	-101.3940536
"950"	"BGE"	"Decatur County Industrial Airpark"	"Bainbridge"	"GA"	"USA"	30.97152778	-84.63744444
"951"	"BGF"	"Winchester Municipal"	"Winchester"	"TN"	"USA"	35.17753417	-86.06616722
"952"	"BGM"	"Binghamton Regional"	"Binghamton"	"NY"	"USA"	42.20848278	-75.97961361
"953"	"BGQ"	"Big Lake Strip Nr 2"	"Big Lake"	"AK"	"USA"	61.53556806	-149.8138975
"954"	"BGR"	"Bangor International"	"Bangor"	"ME"	"USA"	44.80744444	-68.82813889
"955"	"BHB"	"Hancock Co-Bar Harbor"	"Bar Harbor"	"ME"	"USA"	44.44969444	-68.3615
"956"	"BHC"	"Baxley Municipal"	"Baxley"	"GA"	"USA"	31.71383333	-82.39377778
"957"	"BHK"	"Baker Muni"	"Baker City"	"MT"	"USA"	46.34763639	-104.2594475
"958"	"BHM"	"Birmingham International"	"Birmingham"	"AL"	"USA"	33.56294306	-86.75354972
"959"	"BID"	"Block Island State"	"Block Island"	"RI"	"USA"	41.16811889	-71.57784167
"960"	"BIE"	"Beatrice Municipal"	"Beatrice"	"NE"	"USA"	40.30127778	-96.75411111
"961"	"BIG"	"Allen AAF"	"Delta Junction"	"AK"	"USA"	63.99454722	-145.7216417
"962"	"BIH"	"Bishop"	"Bishop"	"CA"	"USA"	37.37309556	-118.3636089
"963"	"BIL"	"Billings Logan Intl"	"Billings"	"MT"	"USA"	45.8076625	-108.5428611
"964"	"BIS"	"Bismarck Municipal"	"Bismarck"	"ND"	"USA"	46.77411111	-100.7467222
"965"	"BIV"	"Tulip City"	"Holland"	"MI"	"USA"	42.74316667	-86.10502778
"966"	"BJC"	"Jeffco"	"Denver"	"CO"	"USA"	39.90878667	-105.1172158
"967"	"BJI"	"Bemidji-Beltrami County"	"Bemidji"	"MN"	"USA"	47.50942417	-94.93372333
"968"	"BJJ"	"Wayne County"	"Wooster"	"OH"	"USA"	40.87480556	-81.88825
"969"	"BKD"	"Breckenridge Stephens County"	"Breckenridge"	"TX"	"USA"	32.71904694	-98.89099972
"970"	"BKE"	"Baker City Municipal"	"Baker City"	"OR"	"USA"	44.83733333	-117.8090833
"971"	"BKG"	"Branson Airport"	"Hollister"	"MO"	"USA"	36.385913	-92.548828
"972"	"BKL"	"Burke Lakefront"	"Cleveland"	"OH"	"USA"	41.5175	-81.68333333
"973"	"BKV"	"Hernando County"	"Brooksville"	"FL"	"USA"	28.47359722	-82.45542139
"974"	"BKW"	"Raleigh Cty Memorial"	"Beckley"	"WV"	"USA"	37.78732833	-81.12416417
"975"	"BKX"	"Brookings Municipal"	"Brookings"	"SD"	"USA"	44.30483333	-96.81694444
"976"	"BLF"	"Mercer Cty"	"Bluefield"	"WV"	"USA"	37.29579944	-81.20769056
"977"	"BLH"	"Blythe"	"Blythe"	"CA"	"USA"	33.61916278	-114.7168764
"978"	"BLI"	"Bellingham Intl"	"Bellingham"	"WA"	"USA"	48.79275	-122.5375278
"979"	"BLM"	"Allaire Arpt"	"Belmar/Farmingdale"	"NJ"	"USA"	40.18691806	-74.12488694
"980"	"BLV"	"Scott AFB/MidAmerica "	"Belleville/St. Louis"	"IL"	"USA"	38.54517861	-89.83518444
"981"	"BMC"	"Brigham City"	"Brigham City"	"UT"	"USA"	41.55239139	-112.0622625
"982"	"BMG"	"Monroe County"	"Bloomington"	"IN"	"USA"	39.14602139	-86.61668278
"983"	"BMI"	"Central Illinois Regional"	"Bloomington"	"IL"	"USA"	40.47798556	-88.91595278
"984"	"BML"	"Berlin Municipal"	"Berlin"	"NH"	"USA"	44.57537278	-71.17593167
"985"	"BMQ"	"Burnet Muni-Kate Craddock "	"Burnet"	"TX"	"USA"	30.73894444	-98.23858333
"986"	"BMT"	"Beaumont Municipal"	"Beaumont"	"TX"	"USA"	30.07044111	-94.21553806
"987"	"BNA"	"Nashville International"	"Nashville"	"TN"	"USA"	36.12447667	-86.67818222
"988"	"BNF"	"Baranof Warm Springs SPB"	"Baranof Warm Springs"	"AK"	"USA"	57.08882583	-134.8331414
"989"	"BNG"	"Banning Municipal"	"Banning"	"CA"	"USA"	33.92307111	-116.8505756
"990"	"BNL"	"Barnwell County"	"Barnwell"	"SC"	"USA"	33.25777778	-81.38833333
"991"	"BNO"	"Burns Muni"	"Burns"	"OR"	"USA"	43.59212778	-118.9549789
"992"	"BNW"	"Boone Municipal"	"Boone"	"IA"	"USA"	42.04956944	-93.84757222
"993"	"BOI"	"Boise Air Terminal"	"Boise"	"ID"	"USA"	43.56444444	-116.2227778
"994"	"BOK"	"Brookings"	"Brookings"	"OR"	"USA"	42.07455556	-124.2900939
"995"	"BOS"	"Gen Edw L Logan Intl"	"Boston"	"MA"	"USA"	42.3643475	-71.00517917
"996"	"BOW"	"Bartow Municipal"	"Bartow"	"FL"	"USA"	27.9433575	-81.78344167
"997"	"BPI"	"Big Piney-Marbleton"	"Big Piney"	"WY"	"USA"	42.58506972	-110.1111531
"998"	"BPK"	"Baxter County Regional"	"Mountain Home"	"AR"	"USA"	36.36894194	-92.47052806
"999"	"BPT"	"Southeast Texas Regional"	"Beaumont/Port Arthur"	"TX"	"USA"	29.95083333	-94.02069444
"1000"	"BQK"	"Glynco Jetport"	"Brunswick"	"GA"	"USA"	31.25902778	-81.46630556
"1001"	"BQN"	"Rafael Hernandez"	"Aguadilla"	"PR"	"USA"	18.49486111	-67.12944444
"1002"	"BRD"	"Brainerd-Crow Wing County Regional"	"Brainerd"	"MN"	"USA"	46.39785806	-94.1372275
"1003"	"BRL"	"Burlington Municipal"	"Burlington"	"IA"	"USA"	40.783225	-91.12550556
"1004"	"BRO"	"Brownsville/S.Padre Island International"	"Brownsville"	"TX"	"USA"	25.90683333	-97.42586111
"1005"	"BRW"	"Wiley Post Will Rogers Memorial"	"Barrow"	"AK"	"USA"	71.2854475	-156.7660019
"1006"	"BRY"	"Samuels "	"Bardstown"	"KY"	"USA"	37.81432167	-85.49963806
"1007"	"BST"	"Belfast Municipal"	"Belfast"	"ME"	"USA"	44.40966667	-69.01225
"1008"	"BTI"	"Barter Island "	"Kaktovik"	"AK"	"USA"	70.13390278	-143.5770444
"1009"	"BTL"	"W K Kellogg Regional"	"Battle Creek"	"MI"	"USA"	42.30727806	-85.25147972
"1010"	"BTM"	"Bert Mooney"	"Butte"	"MT"	"USA"	45.95479528	-112.49746
"1011"	"BTN"	"Britton Municipal"	"Britton"	"SD"	"USA"	45.81522222	-97.74313889
"1012"	"BTP"	"Butler Cty"	"Butler"	"PA"	"USA"	40.77692611	-79.94972417
"1013"	"BTR"	"Baton Rouge Metropolitan, Ryan "	"Baton Rouge"	"LA"	"USA"	30.53316083	-91.14963444
"1014"	"BTT"	"Bettles"	"Bettles"	"AK"	"USA"	66.91528667	-151.5280556
"1015"	"BTV"	"Burlington International"	"Burlington"	"VT"	"USA"	44.47300361	-73.1503125
"1016"	"BTY"	"Beatty"	"Beatty"	"NV"	"USA"	36.86105722	-116.7870036
"1017"	"BUB"	"Cram "	"Burwell"	"NE"	"USA"	41.77669444	-99.14975
"1018"	"BUF"	"Buffalo Niagara Intl"	"Buffalo"	"NY"	"USA"	42.94052472	-78.73216667
"1019"	"BUM"	"Butler Memorial"	"Butler"	"MO"	"USA"	38.28977028	-94.34012694
"1020"	"BUR"	"Burbank-Glendale-Pasadena"	"Burbank"	"CA"	"USA"	34.20061917	-118.3584969
"1021"	"BUY"	"Burlington Municipal"	"Burlington"	"NC"	"USA"	36.04854333	-79.47488694
"1022"	"BVI"	"Beaver County"	"Beaver Falls"	"PA"	"USA"	40.77248083	-80.39142556
"1023"	"BVK"	"Buckland"	"Buckland"	"AK"	"USA"	65.98228611	-161.1519778
"1024"	"BVN"	"Albion Municipal"	"Albion"	"NE"	"USA"	41.72857778	-98.05575972
"1025"	"BVO"	"Bartlesville Municipal"	"Bartlesville"	"OK"	"USA"	36.76247611	-96.01115167
"1026"	"BVS"	"Skagit Regional/Bay View"	"Burlington/Mount Vernon"	"WA"	"USA"	48.47088889	-122.4208611
"1027"	"BVX"	"Batesville Regional"	"Batesville"	"AR"	"USA"	35.726105	-91.64736083
"1028"	"BVY"	"Beverly Municipal"	"Beverly"	"MA"	"USA"	42.58417111	-70.91651833
"1029"	"BWC"	"Brawley Municipal"	"Brawley"	"CA"	"USA"	32.9931	-115.5169325
"1030"	"BWD"	"Brownwood Municipal"	"Brownwood"	"TX"	"USA"	31.79362222	-98.95649528
"1031"	"BWG"	"Bowling Green-Warren County "	"Bowling Green"	"KY"	"USA"	36.96451667	-86.41967917
"1032"	"BWI"	"Baltimore-Washington International"	"Baltimore"	"MD"	"USA"	39.17540167	-76.66819833
"1033"	"BWP"	"Harry Stern"	"Wahpeton"	"ND"	"USA"	46.24640083	-96.6056825
"1034"	"BXA"	"George R Carr Memorial"	"Bogalusa"	"LA"	"USA"	30.81368639	-89.86496444
"1035"	"BXG"	"Burke County"	"Waynesboro"	"GA"	"USA"	33.04093056	-82.00397917
"1036"	"BXK"	"Buckeye Municipal"	"Buckeye"	"AZ"	"USA"	33.42088556	-112.6863
"1037"	"BYA"	"Boundary"	"Boundary"	"AK"	"USA"	64.07830278	-141.113375
"1038"	"BYG"	"Johnson County"	"Buffalo"	"WY"	"USA"	44.38108528	-106.7217897
"1039"	"BYI"	"Burley Municipal"	"Burley"	"ID"	"USA"	42.54260361	-113.7715442
"1040"	"BZN"	"Gallatin "	"Bozeman"	"MT"	"USA"	45.77690139	-111.1530072
"1041"	"C00"	"Mercer County"	"Aledo"	"IL"	"USA"	41.248645	-90.73708361
"1042"	"C05"	"Chenega Bay"	"Chenega"	"AK"	"USA"	60.07730556	-147.9918889
"1043"	"C09"	"Morris Municipal"	"Morris"	"IL"	"USA"	41.42541667	-88.41869444
"1044"	"C15"	"Pekin Municipal"	"Pekin"	"IL"	"USA"	40.48820611	-89.67591083
"1045"	"C17"	"Marion"	"Marion"	"IA"	"USA"	42.03111083	-91.52934222
"1046"	"C18"	"Frankfort"	"Chicago/Frankfort"	"IL"	"USA"	41.4775	-87.84047222
"1047"	"C25"	"Waverly Municipal"	"Waverly"	"IA"	"USA"	42.7419525	-92.50793528
"1048"	"C29"	"Morey"	"Middleton"	"WI"	"USA"	43.11424444	-89.53073222
"1049"	"C34"	"Gibson City Municipal"	"Gibson City"	"IL"	"USA"	40.48578389	-88.2672725
"1050"	"C35"	"Reedsburg Municipal"	"Reedsburg"	"WI"	"USA"	43.52589944	-89.98322194
"1051"	"C47"	"Portage Municipal"	"Portage"	"WI"	"USA"	43.5600925	-89.48309278
"1052"	"C52"	"Burlington Municipal"	"Burlington"	"WI"	"USA"	42.69056389	-88.30464
"1053"	"C56"	"Sanger"	"Chicago/Monee"	"IL"	"USA"	41.37756167	-87.68137528
"1054"	"C62"	"Kendallville Municipal"	"Kendallville"	"IN"	"USA"	41.47271639	-85.26080833
"1055"	"C65"	"Plymouth Municipal"	"Plymouth"	"IN"	"USA"	41.36513333	-86.30050417
"1056"	"C66"	"Monmouth Municipal"	"Monmouth"	"IL"	"USA"	40.92970444	-90.63110722
"1057"	"C71"	"Crosby Municipal"	"Crosby"	"MS"	"USA"	31.29600472	-91.05288167
"1058"	"C73"	"Dixon Muni-Charles R Walgreen "	"Dixon"	"IL"	"USA"	41.83369889	-89.44621333
"1059"	"C75"	"Marshall County"	"Lacon"	"IL"	"USA"	41.01928583	-89.38642222
"1060"	"C77"	"Poplar Grove "	"Poplar Grove"	"IL"	"USA"	42.32268639	-88.83651833
"1061"	"C80"	"New Coalinga Municipal"	"Coalinga"	"CA"	"USA"	36.16313889	-120.2938139
"1062"	"C81"	"Campbell"	"Chicago/Round Lake Park"	"IL"	"USA"	42.32461111	-88.07408806
"1063"	"C83"	"Byron"	"Byron"	"CA"	"USA"	37.8284525	-121.6258219
"1064"	"C91"	"Dowagiac Municipal "	"Dowagiac"	"MI"	"USA"	41.99293417	-86.1280125
"1065"	"CAD"	"Wexford County"	"Cadillac"	"MI"	"USA"	44.27531333	-85.41892694
"1066"	"CAE"	"Columbia Metropolitan"	"Columbia"	"SC"	"USA"	33.93884	-81.11953944
"1067"	"CAG"	"Craig-Moffat"	"Craig"	"CO"	"USA"	40.49522139	-107.5216467
"1068"	"CAK"	"Akron-Canton Regional"	"Akron"	"OH"	"USA"	40.91631194	-81.44246556
"1069"	"CAO"	"Clayton Municipal Airpark"	"Clayton"	"NM"	"USA"	36.44585972	-103.1546583
"1070"	"CAR"	"Caribou Municipal"	"Caribou"	"ME"	"USA"	46.8715	-68.01791667
"1071"	"CAV"	"Clarion Municipal"	"Clarion"	"IA"	"USA"	42.74194389	-93.75890944
"1072"	"CBE"	"Cumberland Regional"	"Cumberland"	"MD"	"USA"	39.61541667	-78.76086361
"1073"	"CBF"	"Council Bluffs Municipal"	"Council Bluffs"	"IA"	"USA"	41.25947222	-95.75997222
"1074"	"CBG"	"Cambridge Municipal"	"Cambridge"	"MN"	"USA"	45.55854639	-93.26464361
"1075"	"CBK"	"Shaltz "	"Colby"	"KS"	"USA"	39.42753083	-101.0465719
"1076"	"CCB"	"Cable"	"Upland"	"CA"	"USA"	34.11154056	-117.6875897
"1077"	"CCO"	"Newnan-Coweta County"	"Newnan"	"GA"	"USA"	33.31208333	-84.77027778
"1078"	"CCR"	"Buchanan "	"Concord"	"CA"	"USA"	37.98965639	-122.0568972
"1079"	"CCY"	"Charles City Municipal"	"Charles City"	"IA"	"USA"	43.07260861	-92.61077833
"1080"	"CDB"	"Cold Bay"	"Cold Bay"	"AK"	"USA"	55.20559972	-162.7242628
"1081"	"CDC"	"Cedar City Muni"	"Cedar City"	"UT"	"USA"	37.70097028	-113.098575
"1082"	"CDH"	"Harrell "	"Camden"	"AR"	"USA"	33.62279917	-92.76339528
"1083"	"CDI"	"Cambridge Municipal"	"Cambridge"	"OH"	"USA"	39.97504417	-81.57759528
"1084"	"CDK"	"George T Lewis"	"Cedar Key"	"FL"	"USA"	29.137745	-83.04984361
"1085"	"CDN"	"Woodward "	"Camden"	"SC"	"USA"	34.28358333	-80.56486111
"1086"	"CDR"	"Chadron Municipal"	"Chadron"	"NE"	"USA"	42.83755556	-103.0954167
"1087"	"CDV"	"Merle K (Mudhole) Smith"	"Cordova"	"AK"	"USA"	60.49183389	-145.4776503
"1088"	"CDW"	"Essex Cty Arpt"	"Caldwell"	"NJ"	"USA"	40.87522278	-74.28135667
"1089"	"CEC"	"Jack McNamara "	"Crescent City"	"CA"	"USA"	41.78015722	-124.2365333
"1090"	"CEF"	"Westover AFB"	"Chicopee"	"MA"	"USA"	42.19826389	-72.53425833
"1091"	"CEK"	"Crete Municipal"	"Crete"	"NE"	"USA"	40.61791667	-96.92488889
"1092"	"CEM"	"Central"	"Central"	"AK"	"USA"	65.57380667	-144.7832908
"1093"	"CEU"	"Oconee County Regional"	"Clemson"	"SC"	"USA"	34.67205556	-82.88644444
"1094"	"CEV"	"Mettel "	"Connersville"	"IN"	"USA"	39.69803139	-85.13124528
"1095"	"CEW"	"Bob Sikes"	"Crestview"	"FL"	"USA"	30.77883333	-86.52211111
"1096"	"CEY"	"Kyle-Oakley "	"Murray"	"KY"	"USA"	36.66458333	-88.37277722
"1097"	"CEZ"	"Cortez Muni"	"Cortez"	"CO"	"USA"	37.30299778	-108.6280658
"1098"	"CFD"	"Coulter "	"Bryan"	"TX"	"USA"	30.71569444	-96.33136111
"1099"	"CFJ"	"Crawfordsville Municipal"	"Crawfordsville"	"IN"	"USA"	39.97562861	-86.91986361
"1100"	"CFK"	"Chefornak"	"Chefornak"	"AK"	"USA"	60.14922556	-164.2856325
"1101"	"CFT"	"Greenlee County"	"Clifton-Morenci"	"AZ"	"USA"	32.95284306	-109.2103453
"1102"	"CFV"	"Coffeyville Municipal"	"Coffeyville"	"KS"	"USA"	37.0940475	-95.57189417
"1103"	"CGA"	"Craig SPB"	"Craig"	"AK"	"USA"	55.47883139	-133.1478011
"1104"	"CGC"	"Crystal River"	"Crystal River"	"FL"	"USA"	28.86727778	-82.57130556
"1105"	"CGE"	"Cambridge-Dorchester"	"Cambridge"	"MD"	"USA"	38.53930556	-76.03036111
"1106"	"CGF"	"Cuyahoga County"	"Cleveland"	"OH"	"USA"	41.56512389	-81.48635389
"1107"	"CGI"	"Cape Girardeau Municipal"	"Cape Girardeau"	"MO"	"USA"	37.22531694	-89.57075167
"1108"	"CGS"	"College Park"	"College Park"	"MD"	"USA"	38.98058333	-76.92230556
"1109"	"CGX"	"Chicago Meigs"	"Chicago"	"IL"	"USA"	41.85884389	-87.60791167
"1110"	"CGZ"	"Casa Grande Municipal"	"Casa Grande"	"AZ"	"USA"	32.95488889	-111.7668333
"1111"	"CHA"	"Lovell "	"Chattanooga"	"TN"	"USA"	35.03526833	-85.20378778
"1112"	"CHD"	"Chandler Municipal"	"Chandler"	"AZ"	"USA"	33.26908333	-111.8111389
"1113"	"CHK"	"Chickasha Municipal"	"Chickasha"	"OK"	"USA"	35.09614694	-97.96618361
"1114"	"CHO"	"Charlottesville-Albermarle"	"Charlottesville"	"VA"	"USA"	38.13863889	-78.45286111
"1115"	"CHP"	"Circle Hot Springs"	"Circle Hot Springs"	"AK"	"USA"	65.48547222	-144.6107836
"1116"	"CHS"	"Charleston AFB/International"	"Charleston"	"SC"	"USA"	32.89864639	-80.04050583
"1117"	"CHT"	"Chillicothe Municipal"	"Chillicothe"	"MO"	"USA"	39.78215278	-93.49568056
"1118"	"CHU"	"Houston County"	"Caledonia"	"MN"	"USA"	43.59635861	-91.50394639
"1119"	"CIC"	"Chico Municipal"	"Chico"	"CA"	"USA"	39.79538278	-121.8584231
"1120"	"CID"	"Eastern Iowa "	"Cedar Rapids"	"IA"	"USA"	41.88458833	-91.71087222
"1121"	"CII"	"Choteau"	"Choteau"	"MT"	"USA"	47.82528056	-112.1662136
"1122"	"CIK"	"Chalkyitsik"	"Chalkyitsik"	"AK"	"USA"	66.64969083	-143.7359492
"1123"	"CIN"	"Arthur N Neu"	"Carroll"	"IA"	"USA"	42.04619444	-94.789
"1124"	"CIR"	"Cairo"	"Cairo"	"IL"	"USA"	37.06447222	-89.21961111
"1125"	"CIU"	"Chippewa County International"	"Sault Ste. Marie"	"MI"	"USA"	46.25075194	-84.47238528
"1126"	"CJR"	"Culpeper Regional"	"Culpeper"	"VA"	"USA"	38.5267075	-77.85885528
"1127"	"CJX"	"Crooked Creek"	"Crooked Creek"	"AK"	"USA"	61.86902194	-158.1371178
"1128"	"CKB"	"Benedum"	"Clarksburg"	"WV"	"USA"	39.29663889	-80.22808333
"1129"	"CKC"	"Grand Marais/Cook County"	"Grand Marais"	"MN"	"USA"	47.83830556	-90.38313889
"1130"	"CKF"	"Crisp County - Cordele"	"Cordele"	"GA"	"USA"	31.98883333	-83.77391667
"1131"	"CKI"	"Williamsburg County"	"Kingstree"	"SC"	"USA"	33.71722222	-79.85697222
"1132"	"CKM"	"Fletcher "	"Clarksdale"	"MS"	"USA"	34.29971	-90.51231611
"1133"	"CKN"	"Crookston Muni Kirkwood "	"Crookston"	"MN"	"USA"	47.84169417	-96.62162028
"1134"	"CKP"	"Cherokee Municipal"	"Cherokee"	"IA"	"USA"	42.73147222	-95.55613889
"1135"	"CKU"	"Cordova Muni"	"Cordova"	"AK"	"USA"	60.54390333	-145.7267042
"1136"	"CKV"	"Outlaw "	"Clarksville"	"TN"	"USA"	36.62188083	-87.41495361
"1137"	"CKX"	"Chicken"	"Chicken"	"AK"	"USA"	64.07133833	-141.9522792
"1138"	"CLD"	"MC Clellan-Palomar Airport"	NA	NA	"USA"	33.127231	-117.278727
"1139"	"CLE"	"Cleveland-Hopkins Intl"	"Cleveland"	"OH"	"USA"	41.41089417	-81.84939667
"1140"	"CLI"	"Clintonville Municipal"	"Clintonville"	"WI"	"USA"	44.61381306	-88.73126667
"1141"	"CLK"	"Clinton Municipal"	"Clinton"	"OK"	"USA"	35.53832778	-98.932695
"1142"	"CLL"	"Easterwood "	"College Station"	"TX"	"USA"	30.58858944	-96.36382417
"1143"	"CLM"	"William R Fairchild Intl"	"Port Angeles"	"WA"	"USA"	48.12019444	-123.4996944
"1144"	"CLP"	"Clarks Point"	"Clarks Point"	"AK"	"USA"	58.84230472	-158.5452331
"1145"	"CLS"	"Chehalis-Centralia"	"Chehalis"	"WA"	"USA"	46.67649194	-122.9792967
"1146"	"CLT"	"Charlotte/Douglas International"	"Charlotte"	"NC"	"USA"	35.21401111	-80.94312583
"1147"	"CLW"	"Clearwater Air Park"	"Clearwater"	"FL"	"USA"	27.97668639	-82.75874028
"1148"	"CMA"	"Camarillo"	"Camarillo"	"CA"	"USA"	34.21375472	-119.0943264
"1149"	"CMH"	"Port Columbus Intl"	"Columbus"	"OH"	"USA"	39.99798528	-82.89188278
"1150"	"CMI"	"University of Illinois-Willard"	"Champaign/Urbana"	"IL"	"USA"	40.03925	-88.27805556
"1151"	"CMX"	"Houghton County Memorial"	"Hancock"	"MI"	"USA"	47.16841722	-88.48906083
"1152"	"CMY"	"Sparta/Fort McCoy"	"Sparta"	"WI"	"USA"	43.95834806	-90.7378975
"1153"	"CNC"	"Chariton Municipal"	"Chariton"	"IA"	"USA"	41.01962389	-93.35968028
"1154"	"CNH"	"Claremont Municipal"	"Claremont"	"NH"	"USA"	43.37043194	-72.36867667
"1155"	"CNK"	"Blosser Municipal"	"Concordia"	"KS"	"USA"	39.54925139	-97.65231667
"1156"	"CNM"	"Cavern City Air Terminal"	"Carlsbad"	"NM"	"USA"	32.33747222	-104.2632778
"1157"	"CNO"	"Chino"	"Chino"	"CA"	"USA"	33.97469444	-117.6366111
"1158"	"CNP"	"Billy G Ray "	"Chappell"	"NE"	"USA"	41.07747222	-102.4640556
"1159"	"CNU"	"Chanute Martin Johnson"	"Chanute"	"KS"	"USA"	37.66879722	-95.48506444
"1160"	"CNW"	"TSTC-Waco"	"Waco"	"TX"	"USA"	31.63783139	-97.07413889
"1161"	"CNY"	"Canyonlands "	"Moab"	"UT"	"USA"	38.75495611	-109.7548439
"1162"	"COD"	"Yellowstone Regional"	"Cody"	"WY"	"USA"	44.52019417	-109.0237961
"1163"	"COE"	"Coeur D'Alene Air Terminal"	"Coeur D'Alene"	"ID"	"USA"	47.77429167	-116.8196231
"1164"	"COI"	"Merritt Island"	"Merritt Island"	"FL"	"USA"	28.34158944	-80.6854975
"1165"	"COM"	"Coleman Municipal"	"Coleman"	"TX"	"USA"	31.84113889	-99.40361111
"1166"	"CON"	"Concord Municipal"	"Concord"	"NH"	"USA"	43.20273278	-71.50228556
"1167"	"COQ"	"Cloquet-Carlton County"	"Cloquet"	"MN"	"USA"	46.70016833	-92.50552861
"1168"	"COS"	"City of Colorado Springs Muni"	"Colorado Springs"	"CO"	"USA"	38.80580556	-104.70025
"1169"	"COT"	"Cotulla-Lasalle County"	"Cotulla"	"TX"	"USA"	28.45825583	-99.22016389
